
Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
FDV24,OUT046,2419.0
FDI50,OUT019,1766.0
FDS09,OUT035,1034.0
NCC31,OUT027,3897.0
FDQ07,OUT019,1594.0
FDC22,OUT017,3173.0
FDZ56,OUT046,2697.0
FDZ40,OUT019,-1002.0
FDS46,OUT027,3394.0
DRD24,OUT045,2160.0
FDV45,OUT017,3107.0
FDL26,OUT045,2416.0
FDA56,OUT018,1707.0
FDN27,OUT046,1919.0
FDM20,OUT049,3982.0
FDO16,OUT017,1461.0
FDL03,OUT035,3301.0
FDE58,OUT046,1911.0
FDI02,OUT027,3289.0
NCC55,OUT019,-1237.0
FDR03,OUT018,3051.0
FDB14,OUT017,1643.0
FDR45,OUT013,3849.0
NCN07,OUT017,2159.0
FDM51,OUT019,-186.0
FDT52,OUT027,5361.0
FDL26,OUT046,2465.0
NCZ42,OUT046,3765.0
DRI47,OUT019,413.0
FDW40,OUT013,2315.0
FDN34,OUT046,2741.0
FDS01,OUT035,2988.0
NCG55,OUT045,1788.0
FDC11,OUT035,1550.0
FDX35,OUT018,3341.0
NCB06,OUT046,2522.0
FDR09,OUT019,2186.0
FDC53,OUT017,1677.0
FDY45,OUT013,4071.0
FDA22,OUT010,769.0
FDE02,OUT035,1673.0
FDW21,OUT045,1622.0
FDV34,OUT046,1255.0
FDS59,OUT049,1895.0
NCW17,OUT017,2133.0
NCK54,OUT046,1926.0
FDG17,OUT019,2004.0
FDG35,OUT017,2913.0
FDD08,OUT010,-1265.0
NCO07,OUT017,3429.0
FDJ10,OUT010,365.0
FDW36,OUT017,1781.0
FDW21,OUT010,-265.0
FDY19,OUT017,2003.0
DRE03,OUT013,811.0
NCC55,OUT049,739.0
FDH52,OUT010,-817.0
FDO09,OUT017,4313.0
FDU43,OUT045,3760.0
FDX09,OUT010,857.0
FDH40,OUT019,-524.0
FDW58,OUT017,1807.0
FDC47,OUT017,3681.0
NCR41,OUT035,1668.0
DRG49,OUT035,3986.0
FDC52,OUT027,3937.0
FDY13,OUT046,1225.0
FDY35,OUT013,819.0
FDI35,OUT017,2999.0
NCU18,OUT049,2325.0
FDY33,OUT018,2287.0
FDC15,OUT027,3935.0
FDU01,OUT049,3115.0
NCU42,OUT046,2682.0
NCV29,OUT018,2527.0
NCY30,OUT017,2987.0
FDQ46,OUT049,1897.0
FDG58,OUT027,3944.0
FDK33,OUT017,3487.0
NCD07,OUT045,1789.0
NCX29,OUT027,3717.0
NCT42,OUT013,2373.0
DRN59,OUT035,915.0
FDI44,OUT035,1429.0
FDA45,OUT049,2925.0
FDP31,OUT045,1034.0
FDY01,OUT046,1873.0
FDT09,OUT018,1901.0
DRH03,OUT027,2979.0
FDA36,OUT018,2696.0
NCF31,OUT017,2521.0
FDG14,OUT049,2558.0
FDG28,OUT027,5385.0
FDU14,OUT049,4062.0
FDY47,OUT019,244.0
FDI56,OUT049,1551.0
DRD01,OUT013,987.0
FDM22,OUT046,962.0
FDH33,OUT013,739.0
DRZ24,OUT013,1927.0
NCQ38,OUT046,1678.0
FDO16,OUT027,2826.0
FDU07,OUT027,3831.0
NCB07,OUT013,3081.0
FDU48,OUT045,2040.0
NCM43,OUT045,2533.0
FDR31,OUT010,427.0
DRK49,OUT018,418.0
NCI30,OUT010,1917.0
DRD60,OUT017,2967.0
NCG19,OUT046,3678.0
FDH12,OUT035,1826.0
FDM32,OUT035,1652.0
FDM27,OUT035,2657.0
NCU53,OUT027,4069.0
NCQ18,OUT046,1558.0
FDS10,OUT013,2887.0
FDB33,OUT027,3964.0
FDI12,OUT013,1459.0
NCW42,OUT013,3506.0
NCC06,OUT018,1757.0
FDW02,OUT017,2173.0
NCD43,OUT017,1769.0
FDM57,OUT018,1109.0
FDA58,OUT017,3853.0
FDK56,OUT046,2939.0
FDP52,OUT045,3629.0
FDW20,OUT018,1727.0
FDS52,OUT049,1726.0
NCT29,OUT018,1615.0
NCL54,OUT013,2831.0
FDC05,OUT045,3103.0
FDF34,OUT035,3314.0
FDP03,OUT027,3487.0
FDD32,OUT010,-511.0
FDZ10,OUT045,1979.0
FDZ40,OUT035,1044.0
FDD51,OUT018,465.0
NCY30,OUT019,935.0
FDP58,OUT017,3543.0
FDV49,OUT017,4281.0
FDY24,OUT019,-998.0
NCO55,OUT017,1791.0
FDR13,OUT017,2019.0
FDS51,OUT017,1139.0
FDP26,OUT045,1616.0
NCB54,OUT027,3493.0
FDF32,OUT017,3245.0
FDN31,OUT018,2721.0
DRM48,OUT017,695.0
FDN20,OUT049,2802.0
DRL01,OUT046,3711.0
FDV56,OUT049,1876.0
DRH13,OUT027,3175.0
FDA03,OUT017,2479.0
FDF47,OUT027,4989.0
FDX32,OUT046,2377.0
FDX57,OUT049,1709.0
NCA30,OUT045,2917.0
FDO49,OUT013,907.0
FDL04,OUT019,-226.0
DRM48,OUT035,754.0
FDR16,OUT013,3427.0
NCC19,OUT018,2747.0
NCE42,OUT045,3642.0
FDY24,OUT017,1051.0
FDH19,OUT049,2892.0
FDJ46,OUT013,2803.0
FDN45,OUT010,1617.0
FDY08,OUT035,2391.0
FDZ37,OUT035,1615.0
NCT30,OUT045,688.0
DRY23,OUT018,446.0
NCZ30,OUT018,1655.0
FDC44,OUT018,1528.0
FDB45,OUT035,1839.0
FDY04,OUT013,2669.0
FDM27,OUT046,2555.0
FDZ43,OUT017,3961.0
FDT39,OUT019,554.0
NCC06,OUT019,107.0
FDL15,OUT027,3898.0
FDL57,OUT017,4207.0
FDU08,OUT046,1607.0
FDK40,OUT017,4305.0
FDQ12,OUT010,1709.0
FDS48,OUT017,2531.0
FDP09,OUT045,3288.0
FDW21,OUT049,1764.0
FDY25,OUT035,3041.0
DRE13,OUT017,1479.0
FDV43,OUT019,-1184.0
FDD22,OUT045,1716.0
FDM46,OUT019,-446.0
NCO30,OUT010,1013.0
FDM25,OUT046,2805.0
NCN41,OUT049,2037.0
FDU24,OUT045,1478.0
FDZ50,OUT046,2955.0
FDP45,OUT013,4045.0
NCM54,OUT045,1927.0
FDW10,OUT019,898.0
FDP20,OUT017,2161.0
FDK32,OUT046,2459.0
FDN52,OUT049,1546.0
FDM58,OUT045,1761.0
FDZ46,OUT027,3237.0
NCA18,OUT018,1575.0
FDD35,OUT046,1977.0
NCK31,OUT035,947.0
FDI40,OUT027,3099.0
FDT50,OUT019,-296.0
NCT06,OUT046,2606.0
FDT31,OUT035,3131.0
FDT45,OUT049,991.0
FDT13,OUT045,2914.0
FDO50,OUT045,1416.0
NCU18,OUT010,302.0
NCR54,OUT049,3165.0
NCO18,OUT018,2529.0
FDU09,OUT045,901.0
FDT13,OUT018,2715.0
FDE09,OUT046,1815.0
NCK53,OUT019,-286.0
FDG45,OUT049,3471.0
DRH15,OUT035,882.0
FDO21,OUT019,1700.0
FDD14,OUT027,4348.0
FDC09,OUT046,1705.0
FDH45,OUT027,2213.0
FDV32,OUT046,1063.0
FDG12,OUT035,2133.0
FDS32,OUT013,2317.0
NCL55,OUT018,3677.0
DRE01,OUT035,3950.0
DRE15,OUT049,1357.0
NCL42,OUT045,3811.0
FDP31,OUT013,1107.0
FDN33,OUT018,1268.0
FDZ59,OUT046,2649.0
FDE45,OUT010,928.0
FDJ07,OUT013,1947.0
FDQ45,OUT018,2717.0
FDM33,OUT027,4920.0
FDO15,OUT010,-625.0
FDM46,OUT013,1500.0
FDR03,OUT045,3254.0
FDY49,OUT018,2421.0
FDQ60,OUT045,1864.0
FDW10,OUT049,2901.0
FDO51,OUT049,903.0
FDJ40,OUT018,1521.0
FDS20,OUT018,2622.0
FDU45,OUT013,1878.0
FDV02,OUT035,2843.0
FDN09,OUT046,3841.0
NCM55,OUT027,4384.0
FDN23,OUT018,2073.0
FDY31,OUT010,400.0
FDW03,OUT010,-153.0
FDD14,OUT046,2885.0
FDV23,OUT017,2115.0
DRI03,OUT045,2721.0
FDN13,OUT035,1727.0
FDF45,OUT027,2496.0
FDU46,OUT035,1614.0
FDB57,OUT049,3665.0
FDV12,OUT049,1752.0
FDQ58,OUT013,2473.0
NCA18,OUT017,1939.0
FDH52,OUT049,1159.0
FDM24,OUT018,2161.0
NCP43,OUT027,4305.0
NCO18,OUT019,881.0
FDM32,OUT017,1605.0
NCL07,OUT017,739.0
FDK03,OUT013,4063.0
FDP59,OUT017,1791.0
FDQ24,OUT049,4059.0
FDQ16,OUT018,1491.0
FDU44,OUT013,2625.0
FDH28,OUT010,-1229.0
FDV28,OUT019,-1268.0
FDM22,OUT045,872.0
FDR56,OUT046,3141.0
FDV39,OUT049,3245.0
FDU37,OUT019,-554.0
FDQ11,OUT010,2139.0
FDX02,OUT045,3470.0
NCS42,OUT018,1191.0
FDY57,OUT027,3015.0
FDB21,OUT049,3907.0
FDE28,OUT017,3771.0
FDQ55,OUT017,1981.0
FDA48,OUT049,3612.0
FDZ19,OUT045,2692.0
NCC43,OUT045,3885.0
NCV18,OUT046,1294.0
NCA42,OUT018,2251.0
FDY45,OUT046,4071.0
NCC30,OUT045,2749.0
FDM57,OUT013,1451.0
FDL09,OUT010,747.0
FDB09,OUT027,3447.0
FDT44,OUT035,2047.0
NCT06,OUT027,4049.0
FDX26,OUT049,3005.0
FDK32,OUT013,2519.0
DRA12,OUT046,2288.0
FDO46,OUT010,1137.0
FDE52,OUT013,1497.0
NCH42,OUT045,3541.0
FDV08,OUT035,889.0
FDB47,OUT018,3055.0
FDC28,OUT010,-107.0
FDD22,OUT046,1819.0
FDS07,OUT027,3309.0
DRI13,OUT045,3359.0
FDG32,OUT018,3224.0
FDU14,OUT017,4069.0
FDD28,OUT019,-894.0
NCP41,OUT017,1845.0
FDS08,OUT049,2875.0
FDX47,OUT045,2479.0
FDC53,OUT019,-268.0
FDQ19,OUT035,4011.0
FDL14,OUT045,2439.0
FDM33,OUT019,1600.0
FDA51,OUT045,1771.0
FDZ27,OUT018,562.0
FDT04,OUT046,707.0
DRC13,OUT049,2143.0
FDR16,OUT027,4887.0
FDQ03,OUT027,5230.0
FDE38,OUT035,2815.0
DRH23,OUT027,2359.0
FDT11,OUT019,1122.0
FDD09,OUT035,3014.0
FDR40,OUT045,1319.0
FDX07,OUT017,3093.0
FDR07,OUT035,1704.0
FDA51,OUT017,1961.0
FDT59,OUT019,1760.0
FDF20,OUT017,3199.0
FDR13,OUT045,1817.0
FDY26,OUT049,3474.0
FDW04,OUT017,2239.0
FDK52,OUT017,3697.0
FDN60,OUT049,2593.0
FDM09,OUT019,838.0
FDP46,OUT049,1538.0
FDB50,OUT019,-648.0
NCQ29,OUT049,4147.0
FDP16,OUT027,5331.0
FDX33,OUT018,2321.0
FDP07,OUT010,1147.0
FDN22,OUT046,4005.0
FDF39,OUT049,4282.0
FDS21,OUT017,1153.0
NCM42,OUT013,1733.0
FDK50,OUT019,726.0
DRF13,OUT027,3792.0
FDH35,OUT018,2340.0
FDP60,OUT018,1361.0
DRJ49,OUT027,3543.0
NCT42,OUT019,449.0
FDE38,OUT049,2767.0
FDI04,OUT049,3280.0
NCH54,OUT045,2407.0
FDT56,OUT049,1098.0
DRD15,OUT018,3375.0
FDV58,OUT013,3095.0
FDP21,OUT049,3110.0
FDH05,OUT013,3741.0
FDR10,OUT027,4034.0
NCP06,OUT045,2289.0
FDF33,OUT049,1829.0
DRK37,OUT013,3010.0
DRH49,OUT045,1295.0
FDT58,OUT013,2686.0
FDD41,OUT018,1443.0
FDP40,OUT018,1543.0
FDM51,OUT027,3146.0
FDO45,OUT010,-463.0
FDW33,OUT010,-213.0
FDY24,OUT045,860.0
FDB10,OUT010,1850.0
FDM40,OUT035,2393.0
NCI06,OUT017,2947.0
FDW12,OUT019,444.0
FDX48,OUT027,3960.0
NCW05,OUT027,3129.0
FDX27,OUT017,1679.0
DRM37,OUT045,3049.0
FDA38,OUT045,3747.0
FDR36,OUT046,709.0
FDZ45,OUT046,3152.0
FDG05,OUT017,2677.0
FDK28,OUT013,4107.0
FDV47,OUT045,1330.0
FDN21,OUT045,2488.0
FDP20,OUT027,3497.0
FDI35,OUT045,2824.0
DRY23,OUT013,773.0
FDA56,OUT017,2083.0
FDB09,OUT013,1999.0
NCO26,OUT027,3303.0
FDQ49,OUT018,2265.0
FDI52,OUT027,3409.0
FDZ44,OUT027,3337.0
FDZ09,OUT018,2329.0
FDY03,OUT049,1950.0
NCG42,OUT017,2169.0
DRI13,OUT027,4899.0
FDQ32,OUT013,2084.0
FDW16,OUT035,1658.0
FDU27,OUT046,815.0
FDR28,OUT010,730.0
FDQ49,OUT010,657.0
FDS37,OUT046,1871.0
FDW26,OUT018,3237.0
FDX12,OUT018,3599.0
NCP06,OUT013,2409.0
FDW45,OUT010,411.0
NCN30,OUT049,1609.0
FDN24,OUT049,971.0
NCL41,OUT027,1995.0
FDR02,OUT019,-132.0
FDD09,OUT010,985.0
FDS33,OUT010,-513.0
FDU22,OUT045,1848.0
FDI53,OUT013,2645.0
DRH01,OUT049,2865.0
FDX32,OUT013,2350.0
NCP30,OUT018,383.0
FDB60,OUT045,3037.0
FDB14,OUT049,1649.0
NCP02,OUT035,1076.0
FDJ10,OUT017,2367.0
FDG34,OUT046,1829.0
NCB18,OUT017,1501.0
FDM16,OUT049,1363.0
FDW25,OUT018,1095.0
FDB35,OUT010,-404.0
DRN11,OUT013,2281.0
FDF41,OUT019,1984.0
FDH16,OUT045,1360.0
NCQ50,OUT018,3081.0
DRH23,OUT018,632.0
DRJ37,OUT013,2438.0
DRJ24,OUT027,4351.0
FDY16,OUT035,3107.0
FDQ27,OUT045,1674.0
FDZ33,OUT045,2295.0
FDF29,OUT045,2080.0
FDA08,OUT049,2745.0
FDG31,OUT046,1083.0
FDE34,OUT019,962.0
NCR30,OUT027,2629.0
FDV33,OUT035,4270.0
DRZ24,OUT018,1638.0
NCL54,OUT035,2898.0
FDR12,OUT049,2888.0
NCC54,OUT046,3782.0
DRN59,OUT013,791.0
FDX50,OUT019,-138.0
FDV31,OUT027,4283.0
NCA29,OUT027,4179.0
FDW60,OUT049,2962.0
FDX08,OUT017,3005.0
DRD49,OUT013,3729.0
FDD33,OUT046,3663.0
FDW35,OUT013,755.0
FDJ36,OUT017,1789.0
FDV51,OUT035,2797.0
FDW36,OUT046,1715.0
FDH35,OUT046,2637.0
NCS30,OUT027,3519.0
FDN49,OUT017,785.0
FDL08,OUT018,3626.0
FDI09,OUT013,3863.0
FDP19,OUT018,1789.0
FDU21,OUT010,-1314.0
NCP41,OUT045,1640.0
FDY10,OUT013,1841.0
FDP12,OUT018,395.0
NCN26,OUT049,1959.0
FDK44,OUT013,2795.0
FDC28,OUT049,1871.0
FDJ41,OUT027,5608.0
NCT29,OUT035,2094.0
NCH42,OUT019,1683.0
FDU60,OUT018,2430.0
FDS02,OUT045,3031.0
FDC51,OUT046,2033.0
FDU03,OUT013,2969.0
FDX39,OUT045,3324.0
NCY05,OUT010,-1312.0
NCL06,OUT027,5522.0
FDD32,OUT035,1497.0
NCN41,OUT045,1867.0
NCX53,OUT049,2349.0
FDU57,OUT019,510.0
FDQ23,OUT046,1684.0
FDQ52,OUT045,3848.0
FDC14,OUT045,659.0
FDY09,OUT035,2963.0
FDQ28,OUT045,2464.0
FDV25,OUT046,3507.0
FDJ07,OUT035,2028.0
DRB25,OUT049,1784.0
FDK52,OUT019,1674.0
FDY52,OUT027,2513.0
FDB28,OUT046,3129.0
FDT36,OUT035,769.0
FDV25,OUT017,3627.0
NCN07,OUT027,3513.0
FDC57,OUT017,3207.0
FDQ03,OUT018,3510.0
FDU23,OUT017,2779.0
NCX41,OUT035,3498.0
NCD06,OUT035,892.0
FDW08,OUT045,1644.0
NCU29,OUT017,2395.0
NCE06,OUT013,2551.0
FDV52,OUT010,1.0
FDB02,OUT017,2963.0
NCR18,OUT045,641.0
FDK16,OUT049,1619.0
NCQ29,OUT010,2128.0
FDZ01,OUT019,-182.0
FDW27,OUT035,2672.0
FDD17,OUT018,3489.0
FDW39,OUT013,2906.0
DRH59,OUT045,1109.0
FDS52,OUT013,1677.0
FDU40,OUT027,4549.0
NCF54,OUT013,2759.0
FDH46,OUT045,1631.0
NCP14,OUT049,1729.0
FDH50,OUT049,3066.0
DRF15,OUT010,529.0
FDV27,OUT027,2909.0
NCJ06,OUT049,2000.0
FDN02,OUT018,2975.0
FDQ51,OUT049,940.0
FDQ07,OUT017,3661.0
FDS45,OUT049,1835.0
NCJ06,OUT045,1847.0
FDD36,OUT035,2034.0
FDY25,OUT045,2849.0
FDU52,OUT046,2475.0
DRK47,OUT017,3675.0
NCL30,OUT017,2141.0
FDN22,OUT035,4159.0
NCF30,OUT027,3427.0
FDK03,OUT035,4225.0
FDT45,OUT017,1029.0
NCC54,OUT027,5197.0
FDP08,OUT018,2849.0
FDU44,OUT046,2639.0
DRG39,OUT035,1016.0
FDU32,OUT049,2077.0
FDY27,OUT049,2945.0
NCP54,OUT013,1984.0
NCZ41,OUT049,2111.0
DRL49,OUT013,2299.0
FDI05,OUT018,995.0
FDY56,OUT045,3546.0
DRC13,OUT013,2075.0
NCV29,OUT017,2937.0
FDR24,OUT049,1581.0
FDZ34,OUT018,2770.0
FDP37,OUT035,2148.0
FDX08,OUT027,4329.0
FDS57,OUT045,2186.0
NCG18,OUT049,1733.0
FDK25,OUT018,2427.0
FDH53,OUT049,1485.0
DRI59,OUT018,3253.0
FDA52,OUT046,2843.0
FDT20,OUT010,-1253.0
FDE36,OUT019,738.0
FDI24,OUT017,2875.0
FDB28,OUT018,2873.0
FDV11,OUT017,2957.0
FDP01,OUT046,2497.0
FDD34,OUT027,4039.0
FDJ50,OUT027,2329.0
FDZ44,OUT013,1932.0
DRO59,OUT035,1365.0
DRB48,OUT045,637.0
FDR21,OUT018,2503.0
NCE42,OUT010,1800.0
FDO23,OUT046,1501.0
NCE30,OUT018,3055.0
FDQ22,OUT035,801.0
FDY01,OUT045,1804.0
FDS08,OUT017,2925.0
FDG28,OUT018,3676.0
FDQ51,OUT018,599.0
FDB05,OUT017,4037.0
FDO56,OUT049,2010.0
FDE02,OUT018,1203.0
FDN45,OUT017,3621.0
FDS09,OUT013,884.0
NCA54,OUT018,2581.0
FDP09,OUT010,1457.0
FDC53,OUT045,1535.0
NCM55,OUT017,3035.0
FDL09,OUT018,2433.0
FDA11,OUT019,-388.0
FDA50,OUT045,1448.0
FDC23,OUT017,2961.0
FDE22,OUT049,2631.0
FDD23,OUT046,3014.0
NCA29,OUT049,2824.0
FDK38,OUT046,2355.0
DRC13,OUT046,1996.0
NCP43,OUT049,2921.0
FDX28,OUT049,1719.0
FDF08,OUT049,1597.0
FDZ33,OUT046,2381.0
FDD10,OUT049,2987.0
FDO58,OUT017,2693.0
FDI50,OUT017,3795.0
FDO58,OUT045,2570.0
FDX08,OUT013,2907.0
NCK17,OUT010,-1227.0
FDF39,OUT035,4336.0
FDU45,OUT010,-70.0
NCJ18,OUT018,1555.0
DRC27,OUT019,1965.0
DRC25,OUT035,1515.0
FDU59,OUT035,2698.0
FDU28,OUT035,3190.0
NCP30,OUT046,680.0
FDB39,OUT018,643.0
FDE41,OUT013,1485.0
DRH11,OUT010,-1009.0
FDA58,OUT045,3666.0
FDU50,OUT046,1905.0
FDM34,OUT013,2105.0
FDM44,OUT027,3099.0
FDR39,OUT045,2847.0
FDM25,OUT045,2762.0
FDQ49,OUT049,2638.0
DRH25,OUT018,598.0
FDM09,OUT027,4199.0
FDL44,OUT019,682.0
NCR42,OUT018,263.0
DRL59,OUT046,870.0
FDX43,OUT013,2718.0
DRK47,OUT010,1651.0
FDU48,OUT018,1828.0
FDY12,OUT045,799.0
NCN43,OUT018,1673.0
NCM55,OUT018,2615.0
FDQ21,OUT027,3441.0
FDX13,OUT035,4111.0
NCK30,OUT027,5422.0
FDG20,OUT049,2911.0
DRG27,OUT017,765.0
FDY14,OUT018,3886.0
FDP59,OUT035,1839.0
FDU60,OUT017,2839.0
NCC18,OUT019,768.0
DRJ39,OUT017,3545.0
FDS07,OUT049,1929.0
FDM08,OUT027,5020.0
FDP51,OUT045,1895.0
FDU16,OUT035,1535.0
FDH12,OUT013,1735.0
DRE48,OUT010,1203.0
NCL42,OUT027,5291.0
FDR21,OUT045,2745.0
NCW29,OUT035,2222.0
FDO11,OUT013,4027.0
NCM31,OUT049,2327.0
FDV35,OUT019,548.0
FDF58,OUT017,1139.0
NCE43,OUT049,2745.0
FDA02,OUT035,2483.0
DRL37,OUT010,-1164.0
FDR24,OUT018,1241.0
FDW59,OUT049,1460.0
FDS22,OUT049,909.0
FDW24,OUT017,937.0
FDU24,OUT035,1715.0
FDA21,OUT027,4432.0
FDH58,OUT027,3352.0
FDW36,OUT018,1397.0
FDI45,OUT027,4207.0
FDU01,OUT018,2729.0
FDF35,OUT027,3193.0
FDU43,OUT019,1906.0
FDE24,OUT019,382.0
FDK50,OUT049,2706.0
FDG31,OUT045,976.0
FDC60,OUT045,1415.0
FDL36,OUT013,1484.0
FDP21,OUT013,3079.0
FDW16,OUT045,1437.0
FDX02,OUT017,3665.0
FDQ58,OUT027,3943.0
FDT51,OUT046,1829.0
FDD59,OUT049,1441.0
NCM42,OUT018,1457.0
FDA57,OUT018,419.0
FDZ48,OUT035,1947.0
FDE46,OUT045,2368.0
NCZ30,OUT019,25.0
FDB56,OUT017,3143.0
FDA25,OUT027,3181.0
FDD20,OUT013,2049.0
FDL25,OUT013,1555.0
NCO18,OUT049,2887.0
FDJ45,OUT017,701.0
FDR12,OUT035,2895.0
NCF19,OUT010,-1146.0
FDK25,OUT046,2669.0
NCR17,OUT046,1818.0
FDC52,OUT046,2481.0
NCA54,OUT017,2961.0
FDR45,OUT010,1893.0
NCM19,OUT049,1909.0
FDF39,OUT027,5665.0
FDX23,OUT049,1665.0
FDD58,OUT027,3056.0
FDX28,OUT013,1663.0
NCD31,OUT013,2597.0
FDU57,OUT018,2156.0
FDI27,OUT046,819.0
NCM42,OUT046,1719.0
FDD32,OUT027,2819.0
FDI34,OUT013,3682.0
NCM29,OUT049,2157.0
