Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
FDS28,OUT046,935.0323883040941
FDX24,OUT013,1435.9121343749996
FDZ02,OUT035,1682.2122382352936
FDL46,OUT045,1827.832845454545
FDS60,OUT027,5329.314724444445
NCO06,OUT017,583.8145788617886
FDO16,OUT035,1435.9121343749996
FDC60,OUT049,1458.4550080536908
FDA48,OUT018,3327.95258292683
FDZ36,OUT027,5329.314724444445
FDK27,OUT045,1827.832845454545
FDW23,OUT018,507.0464036697251
FDM14,OUT018,1372.6884907407405
FDM14,OUT013,1649.2997859999998
FDW60,OUT018,3259.5620849056613
FDE21,OUT013,1922.1493817142857
NCM42,OUT035,1682.2122382352936
FDY59,OUT010,219.2185209302326
DRI49,OUT049,1202.6567333333335
FDT28,OUT019,346.8972837209304
FDQ22,OUT018,507.0464036697251
FDR60,OUT049,1202.6567333333335
FDC50,OUT019,219.2185209302326
FDV24,OUT013,2503.501336448598
DRF48,OUT010,482.6995426229507
FDQ47,OUT046,583.8145788617886
DRN36,OUT049,1573.0706258064517
NCY06,OUT035,1987.2510486486474
FDE52,OUT035,1435.9121343749996
NCB54,OUT045,1827.832845454545
NCF31,OUT035,2286.413267368421
FDJ08,OUT027,5329.314724444445
NCC07,OUT017,1682.2122382352936
NCD19,OUT027,1378.2631852760744
FDL46,OUT049,1987.2510486486474
FDM20,OUT045,4340.218358415842
NCI06,OUT010,425.93559145299173
DRM11,OUT035,4433.304032653062
NCH07,OUT018,2232.8470218487396
FDS23,OUT013,2142.743570940171
FDO49,OUT018,713.8586545454549
FDS35,OUT049,1103.1862133333332
DRK39,OUT045,1435.9121343749996
DRI39,OUT049,796.6402682539683
FDV04,OUT017,2503.501336448598
NCN14,OUT035,3384.1080642424236
FDH08,OUT013,3643.519725984251
FDS20,OUT046,3384.1080642424236
FDV40,OUT049,1103.1862133333332
FDZ48,OUT010,281.48208181818177
FDS24,OUT027,2517.8820884848483
FDK44,OUT049,2552.0052351851864
FDS48,OUT045,3053.0998777777777
FDK26,OUT010,482.6995426229507
FDD23,OUT045,3391.591252727272
NCH54,OUT017,2644.4778427083347
NCP14,OUT010,219.2185209302326
FDM60,OUT010,92.67548155339804
FDV24,OUT017,2503.501336448598
FDH08,OUT018,3327.95258292683
FDS12,OUT027,3242.062071532848
FDR39,OUT027,5329.314724444445
FDP12,OUT027,1378.2631852760744
DRF60,OUT027,6280.890880000001
FDC09,OUT035,1682.2122382352936
FDF50,OUT018,2893.83982589928
FDG28,OUT035,4340.218358415842
NCE19,OUT017,935.0323883040941
NCM53,OUT010,281.48208181818177
NCN18,OUT049,1879.257011612902
FDF32,OUT035,3130.0049049504946
FDF11,OUT013,3945.432567213116
DRI59,OUT049,4340.218358415842
NCG54,OUT035,2644.4778427083347
FDM44,OUT046,1573.0706258064517
FDT57,OUT018,3327.95258292683
FDV24,OUT046,2503.501336448598
FDI50,OUT019,584.7577647727272
FDS09,OUT035,713.8586545454549
NCC31,OUT027,4117.317712631579
FDQ07,OUT019,584.7577647727272
FDC22,OUT017,3391.591252727272
FDZ56,OUT046,2644.4778427083347
FDZ40,OUT019,165.91858165137623
FDS46,OUT027,3242.062071532848
DRD24,OUT045,1827.832845454545
FDV45,OUT017,2939.3484761904774
FDL26,OUT045,3053.0998777777777
FDA56,OUT018,1752.2524400000002
FDN27,OUT046,1922.1493817142857
FDM20,OUT049,4340.218358415842
FDO16,OUT017,1435.9121343749996
FDL03,OUT035,3130.0049049504946
FDE58,OUT046,1922.1493817142857
FDI02,OUT027,3242.062071532848
NCC55,OUT019,92.67548155339804
FDR03,OUT018,3327.95258292683
FDB14,OUT017,1284.789766871165
FDR45,OUT013,3945.432567213116
NCN07,OUT017,2243.669596721312
FDM51,OUT019,219.2185209302326
FDT52,OUT027,6280.890880000001
FDL26,OUT046,3053.0998777777777
NCZ42,OUT046,3945.432567213116
DRI47,OUT019,346.8972837209304
FDW40,OUT013,2309.200798000001
FDN34,OUT046,3053.0998777777777
FDS01,OUT035,2778.5893175257743
NCG55,OUT045,1827.832845454545
FDC11,OUT035,1284.789766871165
FDX35,OUT018,3327.95258292683
NCB06,OUT046,2644.4778427083347
FDR09,OUT019,584.7577647727272
FDC53,OUT017,1573.0706258064517
FDY45,OUT013,4433.304032653062
FDA22,OUT010,425.93559145299173
FDE02,OUT035,1573.0706258064517
FDW21,OUT045,1461.843795999999
FDV34,OUT046,1103.1862133333332
FDS59,OUT049,1879.257011612902
NCW17,OUT017,2243.669596721312
NCK54,OUT046,1922.1493817142857
FDG17,OUT019,584.7577647727272
FDG35,OUT017,3259.5620849056613
FDD08,OUT010,92.67548155339804
NCO07,OUT017,3643.519725984251
FDJ10,OUT010,281.48208181818177
FDW36,OUT017,1573.0706258064517
FDW21,OUT010,219.2185209302326
FDY19,OUT017,1922.1493817142857
DRE03,OUT013,798.2176035398231
NCC55,OUT049,677.1027476190471
FDH52,OUT010,165.91858165137623
FDO09,OUT017,4034.3003068965513
FDU43,OUT045,4340.218358415842
FDX09,OUT010,425.93559145299173
FDH40,OUT019,219.2185209302326
FDW58,OUT017,1573.0706258064517
FDC47,OUT017,3737.2957751824806
NCR41,OUT035,1461.843795999999
DRG49,OUT035,3737.2957751824806
FDC52,OUT027,4117.317712631579
FDY13,OUT046,1103.1862133333332
FDY35,OUT013,507.0464036697251
FDI35,OUT017,3384.1080642424236
NCU18,OUT049,2309.200798000001
FDY33,OUT018,2232.8470218487396
FDC15,OUT027,4117.317712631579
FDU01,OUT049,2752.9709346534664
NCU42,OUT046,2649.110232432432
NCV29,OUT018,3259.5620849056613
NCY30,OUT017,3384.1080642424236
FDQ46,OUT049,1649.2997859999998
FDG58,OUT027,4117.317712631579
FDK33,OUT017,3643.519725984251
NCD07,OUT045,1827.832845454545
NCX29,OUT027,4117.317712631579
NCT42,OUT013,2649.110232432432
DRN59,OUT035,798.2176035398231
FDI44,OUT035,1284.789766871165
FDA45,OUT049,2552.0052351851864
FDP31,OUT045,1103.1862133333332
FDY01,OUT046,1922.1493817142857
FDT09,OUT018,1752.2524400000002
DRH03,OUT027,2517.8820884848483
FDA36,OUT018,2752.9709346534664
NCF31,OUT017,2286.413267368421
FDG14,OUT049,2286.413267368421
FDG28,OUT027,6280.890880000001
FDU14,OUT049,4433.304032653062
FDY47,OUT019,281.48208181818177
FDI56,OUT049,1458.4550080536908
DRD01,OUT013,796.6402682539683
FDM22,OUT046,935.0323883040941
FDH33,OUT013,507.0464036697251
DRZ24,OUT013,1922.1493817142857
NCQ38,OUT046,1682.2122382352936
FDO16,OUT027,2517.8820884848483
FDU07,OUT027,4117.317712631579
NCB07,OUT013,2893.83982589928
FDU48,OUT045,1827.832845454545
NCM43,OUT045,2644.4778427083347
FDR31,OUT010,346.8972837209304
DRK49,OUT018,507.0464036697251
NCI30,OUT010,584.7577647727272
DRD60,OUT017,3384.1080642424236
NCG19,OUT046,3454.0625591549297
FDH12,OUT035,1573.0706258064517
FDM32,OUT035,1284.789766871165
FDM27,OUT035,3053.0998777777777
NCU53,OUT027,4117.317712631579
NCQ18,OUT046,1879.257011612902
FDS10,OUT013,2552.0052351851864
FDB33,OUT027,4117.317712631579
FDI12,OUT013,1435.9121343749996
NCW42,OUT013,4340.218358415842
NCC06,OUT018,1752.2524400000002
FDW02,OUT017,1987.2510486486474
NCD43,OUT017,1682.2122382352936
FDM57,OUT018,1202.6567333333335
FDA58,OUT017,3737.2957751824806
FDK56,OUT046,3384.1080642424236
FDP52,OUT045,4340.218358415842
FDW20,OUT018,1752.2524400000002
FDS52,OUT049,1573.0706258064517
NCT29,OUT018,1752.2524400000002
NCL54,OUT013,2552.0052351851864
FDC05,OUT045,3130.0049049504946
FDF34,OUT035,2752.9709346534664
FDP03,OUT027,3242.062071532848
FDD32,OUT010,219.2185209302326
FDZ10,OUT045,1827.832845454545
FDZ40,OUT035,935.0323883040941
FDD51,OUT018,507.0464036697251
NCY30,OUT019,425.93559145299173
FDP58,OUT017,3737.2957751824806
FDV49,OUT017,4433.304032653062
FDY24,OUT019,165.91858165137623
NCO55,OUT017,1879.257011612902
FDR13,OUT017,1922.1493817142857
FDS51,OUT017,935.0323883040941
FDP26,OUT045,1461.843795999999
NCB54,OUT027,3242.062071532848
FDF32,OUT017,3130.0049049504946
FDN31,OUT018,2893.83982589928
DRM48,OUT017,583.8145788617886
FDN20,OUT049,2453.7477006993
DRL01,OUT046,3454.0625591549297
FDV56,OUT049,1682.2122382352936
DRH13,OUT027,2517.8820884848483
FDA03,OUT017,2453.7477006993
FDF47,OUT027,5329.314724444445
FDX32,OUT046,3053.0998777777777
FDX57,OUT049,1879.257011612902
NCA30,OUT045,2939.3484761904774
FDO49,OUT013,713.8586545454549
FDL04,OUT019,219.2185209302326
DRM48,OUT035,583.8145788617886
FDR16,OUT013,3454.0625591549297
NCC19,OUT018,2893.83982589928
NCE42,OUT045,3945.432567213116
FDY24,OUT017,935.0323883040941
FDH19,OUT049,2778.5893175257743
FDJ46,OUT013,2552.0052351851864
FDN45,OUT010,584.7577647727272
FDY08,OUT035,2142.743570940171
FDZ37,OUT035,1435.9121343749996
NCT30,OUT045,798.2176035398231
DRY23,OUT018,507.0464036697251
NCZ30,OUT018,1752.2524400000002
FDC44,OUT018,1752.2524400000002
FDB45,OUT035,1573.0706258064517
FDY04,OUT013,2644.4778427083347
FDM27,OUT046,3053.0998777777777
FDZ43,OUT017,4340.218358415842
FDT39,OUT019,346.8972837209304
NCC06,OUT019,281.48208181818177
FDL15,OUT027,4117.317712631579
FDL57,OUT017,4034.3003068965513
FDU08,OUT046,1573.0706258064517
FDK40,OUT017,4433.304032653062
FDQ12,OUT010,584.7577647727272
FDS48,OUT017,3053.0998777777777
FDP09,OUT045,3643.519725984251
FDW21,OUT049,1461.843795999999
FDY25,OUT035,3384.1080642424236
DRE13,OUT017,1458.4550080536908
FDV43,OUT019,92.67548155339804
FDD22,OUT045,1649.2997859999998
FDM46,OUT019,219.2185209302326
NCO30,OUT010,482.6995426229507
FDM25,OUT046,2778.5893175257743
NCN41,OUT049,1987.2510486486474
FDU24,OUT045,1435.9121343749996
FDZ50,OUT046,3384.1080642424236
FDP45,OUT013,4034.3003068965513
NCM54,OUT045,1827.832845454545
FDW10,OUT019,425.93559145299173
FDP20,OUT017,1987.2510486486474
FDK32,OUT046,3053.0998777777777
FDN52,OUT049,1202.6567333333335
FDM58,OUT045,1879.257011612902
FDZ46,OUT027,3242.062071532848
NCA18,OUT018,1752.2524400000002
FDD35,OUT046,2243.669596721312
NCK31,OUT035,713.8586545454549
FDI40,OUT027,2517.8820884848483
FDT50,OUT019,219.2185209302326
NCT06,OUT046,3053.0998777777777
FDT31,OUT035,2752.9709346534664
FDT45,OUT049,796.6402682539683
FDT13,OUT045,2939.3484761904774
FDO50,OUT045,1284.789766871165
NCU18,OUT010,281.48208181818177
NCR54,OUT049,3130.0049049504946
NCO18,OUT018,2778.5893175257743
FDU09,OUT045,935.0323883040941
FDT13,OUT018,2893.83982589928
FDE09,OUT046,1649.2997859999998
NCK53,OUT019,219.2185209302326
FDG45,OUT049,3454.0625591549297
DRH15,OUT035,677.1027476190471
FDO21,OUT019,584.7577647727272
FDD14,OUT027,5329.314724444445
FDC09,OUT046,1682.2122382352936
FDH45,OUT027,1378.2631852760744
FDV32,OUT046,1103.1862133333332
FDG12,OUT035,2243.669596721312
FDS32,OUT013,2309.200798000001
NCL55,OUT018,3327.95258292683
DRE01,OUT035,3737.2957751824806
DRE15,OUT049,1202.6567333333335
NCL42,OUT045,4340.218358415842
FDP31,OUT013,1103.1862133333332
FDN33,OUT018,1202.6567333333335
FDZ59,OUT046,2503.501336448598
FDE45,OUT010,425.93559145299173
FDJ07,OUT013,1922.1493817142857
FDQ45,OUT018,2752.9709346534664
FDM33,OUT027,5329.314724444445
FDO15,OUT010,165.91858165137623
FDM46,OUT013,1458.4550080536908
FDR03,OUT045,3945.432567213116
FDY49,OUT018,2232.8470218487396
FDQ60,OUT045,1827.832845454545
FDW10,OUT049,3259.5620849056613
FDO51,OUT049,677.1027476190471
FDJ40,OUT018,1372.6884907407405
FDS20,OUT018,3384.1080642424236
FDU45,OUT013,1922.1493817142857
FDV02,OUT035,2644.4778427083347
FDN09,OUT046,3945.432567213116
NCM55,OUT027,5329.314724444445
FDN23,OUT018,2232.8470218487396
FDY31,OUT010,346.8972837209304
FDW03,OUT010,219.2185209302326
FDD14,OUT046,3384.1080642424236
FDV23,OUT017,2142.743570940171
DRI03,OUT045,2552.0052351851864
FDN13,OUT035,1573.0706258064517
FDF45,OUT027,1378.2631852760744
FDU46,OUT035,1435.9121343749996
FDB57,OUT049,3643.519725984251
FDV12,OUT049,1879.257011612902
FDQ58,OUT013,2649.110232432432
NCA18,OUT017,1922.1493817142857
FDH52,OUT049,796.6402682539683
FDM24,OUT018,2232.8470218487396
NCP43,OUT027,5329.314724444445
NCO18,OUT019,425.93559145299173
FDM32,OUT017,1284.789766871165
NCL07,OUT017,583.8145788617886
FDK03,OUT013,4034.3003068965513
FDP59,OUT017,1879.257011612902
FDQ24,OUT049,4433.304032653062
FDQ16,OUT018,1372.6884907407405
FDU44,OUT013,2644.4778427083347
FDH28,OUT010,92.67548155339804
FDV28,OUT019,92.67548155339804
FDM22,OUT045,935.0323883040941
FDR56,OUT046,3130.0049049504946
FDV39,OUT049,2752.9709346534664
FDU37,OUT019,165.91858165137623
FDQ11,OUT010,584.7577647727272
FDX02,OUT045,4340.218358415842
NCS42,OUT018,1202.6567333333335
FDY57,OUT027,2517.8820884848483
FDB21,OUT049,3454.0625591549297
FDE28,OUT017,3737.2957751824806
FDQ55,OUT017,1922.1493817142857
FDA48,OUT049,3454.0625591549297
FDZ19,OUT045,2778.5893175257743
NCC43,OUT045,4034.3003068965513
NCV18,OUT046,1458.4550080536908
NCA42,OUT018,2232.8470218487396
FDY45,OUT046,4433.304032653062
NCC30,OUT045,2778.5893175257743
FDM57,OUT013,1458.4550080536908
FDL09,OUT010,425.93559145299173
FDB09,OUT027,3242.062071532848
FDT44,OUT035,2142.743570940171
NCT06,OUT027,4117.317712631579
FDX26,OUT049,3384.1080642424236
FDK32,OUT013,3053.0998777777777
DRA12,OUT046,2309.200798000001
FDO46,OUT010,482.6995426229507
FDE52,OUT013,1435.9121343749996
NCH42,OUT045,3643.519725984251
FDV08,OUT035,677.1027476190471
FDB47,OUT018,3327.95258292683
FDC28,OUT010,281.48208181818177
FDD22,OUT046,1922.1493817142857
FDS07,OUT027,3242.062071532848
DRI13,OUT045,3945.432567213116
FDG32,OUT018,3327.95258292683
FDU14,OUT017,4433.304032653062
FDD28,OUT019,165.91858165137623
NCP41,OUT017,1682.2122382352936
FDS08,OUT049,2778.5893175257743
FDX47,OUT045,2286.413267368421
FDC53,OUT019,219.2185209302326
FDQ19,OUT035,3945.432567213116
FDL14,OUT045,2286.413267368421
FDM33,OUT019,584.7577647727272
FDA51,OUT045,1827.832845454545
FDZ27,OUT018,713.8586545454549
FDT04,OUT046,677.1027476190471
DRC13,OUT049,2243.669596721312
FDR16,OUT027,5329.314724444445
FDQ03,OUT027,6280.890880000001
FDE38,OUT035,2286.413267368421
DRH23,OUT027,1378.2631852760744
FDT11,OUT019,482.6995426229507
FDD09,OUT035,2552.0052351851864
FDR40,OUT045,1435.9121343749996
FDX07,OUT017,3384.1080642424236
FDR07,OUT035,1573.0706258064517
FDA51,OUT017,1922.1493817142857
FDT59,OUT019,584.7577647727272
FDF20,OUT017,3130.0049049504946
FDR13,OUT045,1827.832845454545
FDY26,OUT049,3945.432567213116
FDW04,OUT017,1987.2510486486474
FDK52,OUT017,3737.2957751824806
FDN60,OUT049,2644.4778427083347
FDM09,OUT019,425.93559145299173
FDP46,OUT049,1202.6567333333335
FDB50,OUT019,165.91858165137623
NCQ29,OUT049,4034.3003068965513
FDP16,OUT027,6280.890880000001
FDX33,OUT018,2232.8470218487396
FDP07,OUT010,482.6995426229507
FDN22,OUT046,4034.3003068965513
FDF39,OUT049,4034.3003068965513
FDS21,OUT017,935.0323883040941
NCM42,OUT013,1682.2122382352936
FDK50,OUT019,425.93559145299173
DRF13,OUT027,4117.317712631579
FDH35,OUT018,2232.8470218487396
FDP60,OUT018,1372.6884907407405
DRJ49,OUT027,3242.062071532848
NCT42,OUT019,346.8972837209304
FDE38,OUT049,2286.413267368421
FDI04,OUT049,3130.0049049504946
NCH54,OUT045,2644.4778427083347
FDT56,OUT049,796.6402682539683
DRD15,OUT018,3327.95258292683
FDV58,OUT013,2893.83982589928
FDP21,OUT049,3391.591252727272
FDH05,OUT013,3454.0625591549297
FDR10,OUT027,4117.317712631579
NCP06,OUT045,2453.7477006993
FDF33,OUT049,1649.2997859999998
DRK37,OUT013,2893.83982589928
DRH49,OUT045,1284.789766871165
FDT58,OUT013,2286.413267368421
FDD41,OUT018,1372.6884907407405
FDP40,OUT018,1372.6884907407405
FDM51,OUT027,2517.8820884848483
FDO45,OUT010,219.2185209302326
FDW33,OUT010,219.2185209302326
FDY24,OUT045,935.0323883040941
FDB10,OUT010,584.7577647727272
FDM40,OUT035,2309.200798000001
NCI06,OUT017,3384.1080642424236
FDW12,OUT019,346.8972837209304
FDX48,OUT027,4117.317712631579
NCW05,OUT027,2517.8820884848483
FDX27,OUT017,1461.843795999999
DRM37,OUT045,3130.0049049504946
FDA38,OUT045,3643.519725984251
FDR36,OUT046,677.1027476190471
FDZ45,OUT046,3130.0049049504946
FDG05,OUT017,2286.413267368421
FDK28,OUT013,4433.304032653062
FDV47,OUT045,1284.789766871165
FDN21,OUT045,2453.7477006993
FDP20,OUT027,3242.062071532848
FDI35,OUT045,3384.1080642424236
DRY23,OUT013,507.0464036697251
FDA56,OUT017,2243.669596721312
FDB09,OUT013,1987.2510486486474
NCO26,OUT027,3242.062071532848
FDQ49,OUT018,2232.8470218487396
FDI52,OUT027,3242.062071532848
FDZ44,OUT027,3242.062071532848
FDZ09,OUT018,2232.8470218487396
FDY03,OUT049,1922.1493817142857
NCG42,OUT017,1987.2510486486474
DRI13,OUT027,5329.314724444445
FDQ32,OUT013,1987.2510486486474
FDW16,OUT035,1458.4550080536908
FDU27,OUT046,798.2176035398231
FDR28,OUT010,425.93559145299173
FDQ49,OUT010,346.8972837209304
FDS37,OUT046,1922.1493817142857
FDW26,OUT018,3327.95258292683
FDX12,OUT018,3327.95258292683
NCP06,OUT013,2453.7477006993
FDW45,OUT010,346.8972837209304
NCN30,OUT049,1682.2122382352936
FDN24,OUT049,796.6402682539683
NCL41,OUT027,1378.2631852760744
FDR02,OUT019,281.48208181818177
FDD09,OUT010,425.93559145299173
FDS33,OUT010,219.2185209302326
FDU22,OUT045,1827.832845454545
FDI53,OUT013,2503.501336448598
DRH01,OUT049,2778.5893175257743
FDX32,OUT013,2309.200798000001
NCP30,OUT018,507.0464036697251
FDB60,OUT045,3391.591252727272
FDB14,OUT049,1202.6567333333335
NCP02,OUT035,935.0323883040941
FDJ10,OUT017,2309.200798000001
FDG34,OUT046,1682.2122382352936
NCB18,OUT017,1458.4550080536908
FDM16,OUT049,1103.1862133333332
FDW25,OUT018,1202.6567333333335
FDB35,OUT010,219.2185209302326
DRN11,OUT013,2309.200798000001
FDF41,OUT019,584.7577647727272
FDH16,OUT045,1435.9121343749996
NCQ50,OUT018,3327.95258292683
DRH23,OUT018,796.6402682539683
DRJ37,OUT013,2286.413267368421
DRJ24,OUT027,5329.314724444445
FDY16,OUT035,3384.1080642424236
FDQ27,OUT045,1879.257011612902
FDZ33,OUT045,2503.501336448598
FDF29,OUT045,1827.832845454545
FDA08,OUT049,2286.413267368421
FDG31,OUT046,1103.1862133333332
FDE34,OUT019,482.6995426229507
NCR30,OUT027,1378.2631852760744
FDV33,OUT035,4034.3003068965513
DRZ24,OUT018,1752.2524400000002
NCL54,OUT035,2552.0052351851864
FDR12,OUT049,2778.5893175257743
NCC54,OUT046,3454.0625591549297
DRN59,OUT013,798.2176035398231
FDX50,OUT019,281.48208181818177
FDV31,OUT027,5329.314724444445
NCA29,OUT027,4117.317712631579
FDW60,OUT049,3259.5620849056613
FDX08,OUT017,3384.1080642424236
DRD49,OUT013,3454.0625591549297
FDD33,OUT046,3454.0625591549297
FDW35,OUT013,507.0464036697251
FDJ36,OUT017,1879.257011612902
FDV51,OUT035,2644.4778427083347
FDW36,OUT046,1649.2997859999998
FDH35,OUT046,2453.7477006993
NCS30,OUT027,3242.062071532848
FDN49,OUT017,677.1027476190471
FDL08,OUT018,3327.95258292683
FDI09,OUT013,3454.0625591549297
FDP19,OUT018,1752.2524400000002
FDU21,OUT010,92.67548155339804
NCP41,OUT045,1682.2122382352936
FDY10,OUT013,1922.1493817142857
FDP12,OUT018,507.0464036697251
NCN26,OUT049,1922.1493817142857
FDK44,OUT013,3259.5620849056613
FDC28,OUT049,1461.843795999999
FDJ41,OUT027,6280.890880000001
NCT29,OUT035,1987.2510486486474
NCH42,OUT019,584.7577647727272
FDU60,OUT018,2232.8470218487396
FDS02,OUT045,3391.591252727272
FDC51,OUT046,2243.669596721312
FDU03,OUT013,3384.1080642424236
FDX39,OUT045,4340.218358415842
NCY05,OUT010,92.67548155339804
NCL06,OUT027,6280.890880000001
FDD32,OUT035,1284.789766871165
NCN41,OUT045,1827.832845454545
NCX53,OUT049,2309.200798000001
FDU57,OUT019,346.8972837209304
FDQ23,OUT046,1573.0706258064517
FDQ52,OUT045,4433.304032653062
FDC14,OUT045,677.1027476190471
FDY09,OUT035,2778.5893175257743
FDQ28,OUT045,2644.4778427083347
FDV25,OUT046,4340.218358415842
FDJ07,OUT035,1922.1493817142857
DRB25,OUT049,1573.0706258064517
FDK52,OUT019,584.7577647727272
FDY52,OUT027,1378.2631852760744
FDB28,OUT046,3391.591252727272
FDT36,OUT035,583.8145788617886
FDV25,OUT017,4340.218358415842
NCN07,OUT027,3242.062071532848
FDC57,OUT017,2939.3484761904774
FDQ03,OUT018,3327.95258292683
FDU23,OUT017,3053.0998777777777
NCX41,OUT035,3945.432567213116
NCD06,OUT035,798.2176035398231
FDW08,OUT045,1461.843795999999
NCU29,OUT017,2649.110232432432
NCE06,OUT013,2503.501336448598
FDV52,OUT010,281.48208181818177
FDB02,OUT017,3259.5620849056613
NCR18,OUT045,677.1027476190471
FDK16,OUT049,1573.0706258064517
NCQ29,OUT010,584.7577647727272
FDZ01,OUT019,219.2185209302326
FDW27,OUT035,2503.501336448598
FDD17,OUT018,3327.95258292683
FDW39,OUT013,2552.0052351851864
DRH59,OUT045,1103.1862133333332
FDS52,OUT013,1573.0706258064517
FDU40,OUT027,5329.314724444445
NCF54,OUT013,2778.5893175257743
FDH46,OUT045,1682.2122382352936
NCP14,OUT049,1879.257011612902
FDH50,OUT049,3384.1080642424236
DRF15,OUT010,346.8972837209304
FDV27,OUT027,2517.8820884848483
NCJ06,OUT049,2243.669596721312
FDN02,OUT018,3327.95258292683
FDQ51,OUT049,798.2176035398231
FDQ07,OUT017,3737.2957751824806
FDS45,OUT049,1682.2122382352936
NCJ06,OUT045,1827.832845454545
FDD36,OUT035,1922.1493817142857
FDY25,OUT045,3384.1080642424236
FDU52,OUT046,2286.413267368421
DRK47,OUT017,3737.2957751824806
NCL30,OUT017,1987.2510486486474
FDN22,OUT035,4034.3003068965513
NCF30,OUT027,3242.062071532848
FDK03,OUT035,4034.3003068965513
FDT45,OUT017,935.0323883040941
NCC54,OUT027,6280.890880000001
FDP08,OUT018,2893.83982589928
